group,variable,path
B23027,016E,estimate.total.25_to_44_years.did_not_work_in_the_past_12_months
B23027,017E,estimate.total.45_to_54_years
B23027,018E,estimate.total.45_to_54_years.worked_in_the_past_12_months
B23027,021E,estimate.total.45_to_54_years.did_not_work_in_the_past_12_months
B23027,022E,estimate.total.55_to_64_years
B23027,023E,estimate.total.55_to_64_years.worked_in_the_past_12_months
B23027,026E,estimate.total.55_to_64_years.did_not_work_in_the_past_12_months
B23027,027E,estimate.total.65_to_69_years
B23027,028E,estimate.total.65_to_69_years.worked_in_the_past_12_months
B23027,031E,estimate.total.65_to_69_years.did_not_work_in_the_past_12_months
B23027,032E,estimate.total.70_years_and_over
B23027,033E,estimate.total.70_years_and_over.worked_in_the_past_12_months
B23027,036E,estimate.total.70_years_and_over.did_not_work_in_the_past_12_months
B24011,001E,estimate.total
B24011,018E,estimate.total.service_occupations
B24011,019E,estimate.total.service_occupations.healthcare_support_occupations
B24011,020E,estimate.total.service_occupations.protective_service_occupations
B24011,023E,estimate.total.service_occupations.food_preparation_and_serving_related_occupations
B24011,024E,estimate.total.service_occupations.building_and_grounds_cleaning_and_maintenance_occupations
B24011,025E,estimate.total.service_occupations.personal_care_and_service_occupations
B24011,026E,estimate.total.sales_and_office_occupations
B24011,027E,estimate.total.sales_and_office_occupations.sales_and_related_occupations
B24011,028E,estimate.total.sales_and_office_occupations.office_and_administrative_support_occupations
B24012,001E,estimate.total
B24012,002E,estimate.total.male
B24012,019E,estimate.total.male.service_occupations
B24012,020E,estimate.total.male.service_occupations.healthcare_support_occupations
B24012,021E,estimate.total.male.service_occupations.protective_service_occupations
B24012,024E,estimate.total.male.service_occupations.food_preparation_and_serving_related_occupations
B24012,025E,estimate.total.male.service_occupations.building_and_grounds_cleaning_and_maintenance_occupations
B24012,026E,estimate.total.male.service_occupations.personal_care_and_service_occupations
B24012,027E,estimate.total.male.sales_and_office_occupations
B24012,028E,estimate.total.male.sales_and_office_occupations.sales_and_related_occupations
B24012,029E,estimate.total.male.sales_and_office_occupations.office_and_administrative_support_occupations
B24012,038E,estimate.total.female
B24012,055E,estimate.total.female.service_occupations
B24012,056E,estimate.total.female.service_occupations.healthcare_support_occupations
B24012,057E,estimate.total.female.service_occupations.protective_service_occupations
B24012,060E,estimate.total.female.service_occupations.food_preparation_and_serving_related_occupations
B24012,061E,estimate.total.female.service_occupations.building_and_grounds_cleaning_and_maintenance_occupations
B24012,062E,estimate.total.female.service_occupations.personal_care_and_service_occupations
B24012,063E,estimate.total.female.sales_and_office_occupations
B24012,064E,estimate.total.female.sales_and_office_occupations.sales_and_related_occupations
B24012,065E,estimate.total.female.sales_and_office_occupations.office_and_administrative_support_occupations
B24021,001E,estimate.total
B24021,018E,estimate.total.service_occupations
B24021,019E,estimate.total.service_occupations.healthcare_support_occupations
B24021,020E,estimate.total.service_occupations.protective_service_occupations
B24021,023E,estimate.total.service_occupations.food_preparation_and_serving_related_occupations
B24021,024E,estimate.total.service_occupations.building_and_grounds_cleaning_and_maintenance_occupations
B24021,025E,estimate.total.service_occupations.personal_care_and_service_occupations
B24021,026E,estimate.total.sales_and_office_occupations
B24021,027E,estimate.total.sales_and_office_occupations.sales_and_related_occupations
B24021,028E,estimate.total.sales_and_office_occupations.office_and_administrative_support_occupations
B24022,001E,estimate.total
B24022,002E,estimate.total.male
B24022,019E,estimate.total.male.service_occupations
B24022,020E,estimate.total.male.service_occupations.healthcare_support_occupations
B24022,021E,estimate.total.male.service_occupations.protective_service_occupations
B24022,024E,estimate.total.male.service_occupations.food_preparation_and_serving_related_occupations
B24022,025E,estimate.total.male.service_occupations.building_and_grounds_cleaning_and_maintenance_occupations
B24022,026E,estimate.total.male.service_occupations.personal_care_and_service_occupations
B24022,027E,estimate.total.male.sales_and_office_occupations
B24022,028E,estimate.total.male.sales_and_office_occupations.sales_and_related_occupations
B24022,029E,estimate.total.male.sales_and_office_occupations.office_and_administrative_support_occupations
B24022,038E,estimate.total.female
B24022,055E,estimate.total.female.service_occupations
B24022,056E,estimate.total.female.service_occupations.healthcare_support_occupations
B24022,057E,estimate.total.female.service_occupations.protective_service_occupations
B24022,060E,estimate.total.female.service_occupations.food_preparation_and_serving_related_occupations
B24022,061E,estimate.total.female.service_occupations.building_and_grounds_cleaning_and_maintenance_occupations
B24022,062E,estimate.total.female.service_occupations.personal_care_and_service_occupations
B24022,063E,estimate.total.female.sales_and_office_occupations
B24022,064E,estimate.total.female.sales_and_office_occupations.sales_and_related_occupations
B24022,065E,estimate.total.female.sales_and_office_occupations.office_and_administrative_support_occupations
B24031,001E,estimate.total
B24031,005E,estimate.total.construction
B24031,006E,estimate.total.manufacturing
B24031,007E,estimate.total.wholesale_trade
B24031,008E,estimate.total.retail_trade
B24031,012E,estimate.total.information
B24031,027E,estimate.total.public_administration
B24032,001E,estimate.male
B24032,005E,estimate.male.construction
B24032,006E,estimate.male.manufacturing
B24032,007E,estimate.male.wholesale_trade
B24032,008E,estimate.male.retail_trade
B24032,012E,estimate.male.information
B24032,027E,estimate.male.public_administration
B24032,028E,estimate.female
B24032,032E,estimate.female.construction
B24032,033E,estimate.female.manufacturing
B24032,034E,estimate.female.wholesale_trade
B24032,035E,estimate.female.retail_trade
B24032,039E,estimate.female.information
B24032,054E,estimate.female.public_administration
B24041,001E,estimate.total
B24041,005E,estimate.total.construction
B24041,006E,estimate.total.manufacturing
B24041,007E,estimate.total.wholesale_trade
B24041,008E,estimate.total.retail_trade
B24041,012E,estimate.total.information
B24041,027E,estimate.total.public_administration
B24042,001E,estimate.male
B24042,005E,estimate.male.construction
B24042,006E,estimate.male.manufacturing
B24042,007E,estimate.male.wholesale_trade
B24042,008E,estimate.male.retail_trade
B24042,012E,estimate.male.information
B24042,027E,estimate.male.public_administration
B24042,028E,estimate.female
B24042,032E,estimate.female.construction
B24042,033E,estimate.female.manufacturing
B24042,034E,estimate.female.wholesale_trade
B24042,035E,estimate.female.retail_trade
B24042,039E,estimate.female.information
B24042,054E,estimate.female.public_administration
B24080,001E,estimate.total
B24080,002E,estimate.total.male
B24080,007E,estimate.total.male.local_government_workers
B24080,008E,estimate.total.male.state_government_workers
B24080,009E,estimate.total.male.federal_government_workers
B24080,011E,estimate.total.male.unpaid_family_workers
B24080,012E,estimate.total.female
B24080,017E,estimate.total.female.local_government_workers
B24080,018E,estimate.total.female.state_government_workers
B24080,019E,estimate.total.female.federal_government_workers
B24080,021E,estimate.total.female.unpaid_family_workers
B24081,001E,estimate.total
B24081,006E,estimate.total.local_government_workers
B24081,007E,estimate.total.state_government_workers
B24081,008E,estimate.total.federal_government_workers
B24082,001E,estimate.male
B24082,006E,estimate.male.local_government_workers
B24082,007E,estimate.male.state_government_workers
B24082,008E,estimate.male.federal_government_workers
B24082,010E,estimate.female
B24082,015E,estimate.female.local_government_workers
B24082,016E,estimate.female.state_government_workers
B24082,017E,estimate.female.federal_government_workers
B24090,001E,estimate.total
B24090,002E,estimate.total.male
B24090,007E,estimate.total.male.local_government_workers
B24090,008E,estimate.total.male.state_government_workers
B24090,009E,estimate.total.male.federal_government_workers
B24090,011E,estimate.total.male.unpaid_family_workers
B24090,012E,estimate.total.female
B24090,017E,estimate.total.female.local_government_workers
B24090,018E,estimate.total.female.state_government_workers
B24090,019E,estimate.total.female.federal_government_workers
B24090,021E,estimate.total.female.unpaid_family_workers
B24091,001E,estimate.total
B24091,006E,estimate.total.local_government_workers
B24091,007E,estimate.total.state_government_workers
B24091,008E,estimate.total.federal_government_workers
B24092,001E,estimate.male
B24092,006E,estimate.male.local_government_workers
B24092,007E,estimate.male.state_government_workers
B24092,008E,estimate.male.federal_government_workers
B24092,010E,estimate.female
B24092,015E,estimate.female.local_government_workers
B24092,016E,estimate.female.state_government_workers
B24092,017E,estimate.female.federal_government_workers
B24114,001E,estimate.total
B24114,002E,estimate.total.chief_executives
B24114,003E,estimate.total.general_and_operations_managers
B24114,004E,estimate.total.legislators
B24114,005E,estimate.total.advertising_and_promotions_managers
B24114,006E,estimate.total.marketing_managers
B24114,007E,estimate.total.sales_managers
B24114,008E,estimate.total.public_relations_and_fundraising_managers
B24114,009E,estimate.total.administrative_services_managers
B24114,010E,estimate.total.facilities_managers
B24114,011E,estimate.total.computer_and_information_systems_managers
B24114,012E,estimate.total.financial_managers
B24114,013E,estimate.total.compensation_and_benefits_managers
B24114,014E,estimate.total.human_resources_managers
B24114,015E,estimate.total.training_and_development_managers
B24114,016E,estimate.total.industrial_production_managers
B24114,017E,estimate.total.purchasing_managers
B24114,020E,estimate.total.construction_managers
B24114,021E,estimate.total.education_and_childcare_administrators
B24114,022E,estimate.total.architectural_and_engineering_managers
B24114,023E,estimate.total.food_service_managers
B24114,024E,estimate.total.funeral_home_managers
B24114,025E,estimate.total.entertainment_and_recreation_managers
B24114,026E,estimate.total.lodging_managers
B24114,027E,estimate.total.medical_and_health_services_managers
B24114,028E,estimate.total.natural_sciences_managers
B24114,029E,estimate.total.postmasters_and_mail_superintendents
B24114,031E,estimate.total.social_and_community_service_managers
B24114,032E,estimate.total.emergency_management_directors
B24114,040E,estimate.total.compliance_officers
B24114,041E,estimate.total.cost_estimators
B24114,042E,estimate.total.human_resources_workers
B24114,044E,estimate.total.training_and_development_specialists
B24114,045E,estimate.total.logisticians
B24114,046E,estimate.total.project_management_specialists
B24114,047E,estimate.total.management_analysts
B24114,049E,estimate.total.fundraisers
B24114,050E,estimate.total.market_research_analysts_and_marketing_specialists
B24114,052E,estimate.total.accountants_and_auditors
B24114,053E,estimate.total.property_appraisers_and_assessors
B24114,054E,estimate.total.budget_analysts
B24114,055E,estimate.total.credit_analysts
B24114,056E,estimate.total.financial_and_investment_analysts
B24114,057E,estimate.total.personal_financial_advisors
B24114,058E,estimate.total.insurance_underwriters
B24114,059E,estimate.total.financial_examiners
B24114,060E,estimate.total.credit_counselors_and_loan_officers
B24114,062E,estimate.total.tax_preparers
B24114,063E,estimate.total.other_financial_specialists
B24114,064E,estimate.total.computer_and_information_research_scientists
B24114,065E,estimate.total.computer_systems_analysts
B24114,066E,estimate.total.information_security_analysts
B24114,067E,estimate.total.computer_programmers
B24114,068E,estimate.total.software_developers
B24114,069E,estimate.total.software_quality_assurance_analysts_and_testers
B24114,070E,estimate.total.web_developers
B24114,071E,estimate.total.web_and_digital_interface_designers
B24114,072E,estimate.total.computer_support_specialists
B24114,073E,estimate.total.database_administrators_and_architects
B24114,074E,estimate.total.network_and_computer_systems_administrators
B24114,075E,estimate.total.computer_network_architects
B24114,077E,estimate.total.actuaries
B24114,078E,estimate.total.mathematicians
B24114,079E,estimate.total.operations_research_analysts
B24114,080E,estimate.total.statisticians
B24114,081E,estimate.total.other_mathematical_science_occupations
B24114,083E,estimate.total.landscape_architects
B24114,085E,estimate.total.aerospace_engineers
B24114,086E,estimate.total.agricultural_engineers
B24114,087E,estimate.total.bioengineers_and_biomedical_engineers
B24114,088E,estimate.total.chemical_engineers
B24114,089E,estimate.total.civil_engineers
B24114,090E,estimate.total.computer_hardware_engineers
B24114,091E,estimate.total.electrical_and_electronics_engineers
B24114,092E,estimate.total.environmental_engineers
B24114,094E,estimate.total.marine_engineers_and_naval_architects
B24114,095E,estimate.total.materials_engineers
B24114,096E,estimate.total.mechanical_engineers
B24114,098E,estimate.total.nuclear_engineers
B24114,099E,estimate.total.petroleum_engineers
B24114,101E,estimate.total.architectural_and_civil_drafters
B24114,102E,estimate.total.other_drafters
B24114,103E,estimate.total.electrical_and_electronic_engineering_technologists_and_technicians
B24114,105E,estimate.total.surveying_and_mapping_technicians
B24114,106E,estimate.total.agricultural_and_food_scientists
B24114,107E,estimate.total.biological_scientists
B24114,108E,estimate.total.conservation_scientists_and_foresters
B24114,109E,estimate.total.medical_scientists
B24114,111E,estimate.total.astronomers_and_physicists
B24114,112E,estimate.total.atmospheric_and_space_scientists
B24114,113E,estimate.total.chemists_and_materials_scientists
B24114,117E,estimate.total.economists
B24114,118E,estimate.total.survey_researchers
B24114,119E,estimate.total.clinical_and_counseling_psychologists
B24114,120E,estimate.total.school_psychologists
B24114,121E,estimate.total.other_psychologists
B24114,122E,estimate.total.sociologists
B24114,123E,estimate.total.urban_and_regional_planners
B24114,124E,estimate.total.miscellaneous_social_scientists_and_related_workers
B24114,125E,estimate.total.agricultural_and_food_science_technicians
B24114,126E,estimate.total.biological_technicians
B24114,127E,estimate.total.chemical_technicians
B24114,128E,estimate.total.environmental_science_and_geoscience_technicians
B24114,129E,estimate.total.nuclear_technicians
B24114,130E,estimate.total.social_science_research_assistants
B24114,132E,estimate.total.occupational_health_and_safety_specialists_and_technicians
B24114,133E,estimate.total.substance_abuse_and_behavioral_disorder_counselors
B24114,135E,estimate.total.marriage_and_family_therapists
B24114,136E,estimate.total.mental_health_counselors
B24114,137E,estimate.total.rehabilitation_counselors
B24114,140E,estimate.total.healthcare_social_workers
B24114,141E,estimate.total.mental_health_and_substance_abuse_social_workers
B24114,143E,estimate.total.probation_officers_and_correctional_treatment_specialists
B24114,144E,estimate.total.social_and_human_service_assistants
B24114,145E,estimate.total.other_community_and_social_service_specialists
B24114,146E,estimate.total.clergy
B24114,149E,estimate.total.lawyers
B24114,150E,estimate.total.judicial_law_clerks
B24114,152E,estimate.total.paralegals_and_legal_assistants
B24114,155E,estimate.total.postsecondary_teachers
B24114,156E,estimate.total.preschool_and_kindergarten_teachers
B24114,157E,estimate.total.elementary_and_middle_school_teachers
B24114,158E,estimate.total.secondary_school_teachers
B24114,159E,estimate.total.special_education_teachers
B24114,160E,estimate.total.tutors
B24114,161E,estimate.total.other_teachers_and_instructors
B24114,163E,estimate.total.librarians_and_media_collections_specialists
B24114,164E,estimate.total.library_technicians
B24114,165E,estimate.total.teaching_assistants
B24114,166E,estimate.total.other_educational_instruction_and_library_workers
B24114,167E,estimate.total.artists_and_related_workers
B24114,168E,estimate.total.commercial_and_industrial_designers
B24114,169E,estimate.total.fashion_designers
B24114,170E,estimate.total.floral_designers
B24114,171E,estimate.total.graphic_designers
B24114,172E,estimate.total.interior_designers
B24114,173E,estimate.total.merchandise_displayers_and_window_trimmers
B24114,174E,estimate.total.other_designers
B24114,175E,estimate.total.actors
B24114,176E,estimate.total.producers_and_directors
B24114,177E,estimate.total.athletes_and_sports_competitors
B24114,178E,estimate.total.coaches_and_scouts
B24114,180E,estimate.total.dancers_and_choreographers
B24114,181E,estimate.total.music_directors_and_composers
B24114,182E,estimate.total.musicians_and_singers
B24114,185E,estimate.total.broadcast_announcers_and_radio_disc_jockeys
B24114,187E,estimate.total.public_relations_specialists
B24114,188E,estimate.total.editors
B24114,189E,estimate.total.technical_writers
B24114,190E,estimate.total.writers_and_authors
B24114,191E,estimate.total.interpreters_and_translators
B24114,192E,estimate.total.court_reporters_and_simultaneous_captioners
B24114,195E,estimate.total.photographers
B24114,198E,estimate.total.chiropractors
B24114,199E,estimate.total.dentists
B24114,200E,estimate.total.dietitians_and_nutritionists
B24114,201E,estimate.total.optometrists
B24114,202E,estimate.total.pharmacists
B24114,203E,estimate.total.emergency_medicine_physicians
B24114,204E,estimate.total.radiologists
B24114,205E,estimate.total.other_physicians
B24114,206E,estimate.total.surgeons
B24114,207E,estimate.total.physician_assistants
B24114,208E,estimate.total.podiatrists
B24114,209E,estimate.total.audiologists
B24114,210E,estimate.total.occupational_therapists
B24114,211E,estimate.total.physical_therapists
B24114,212E,estimate.total.radiation_therapists
B24114,213E,estimate.total.recreational_therapists
B24114,214E,estimate.total.respiratory_therapists
B24114,216E,estimate.total.exercise_physiologists
B24114,218E,estimate.total.veterinarians
B24114,219E,estimate.total.registered_nurses
B24114,220E,estimate.total.nurse_anesthetists
B24114,221E,estimate.total.nurse_midwives
B24114,222E,estimate.total.nurse_practitioners
B24114,223E,estimate.total.acupuncturists
B24114,225E,estimate.total.clinical_laboratory_technologists_and_technicians
B24114,226E,estimate.total.dental_hygienists
B24114,227E,estimate.total.cardiovascular_technologists_and_technicians
B24114,228E,estimate.total.diagnostic_medical_sonographers
B24114,229E,estimate.total.radiologic_technologists_and_technicians
B24114,230E,estimate.total.magnetic_resonance_imaging_technologists
B24114,231E,estimate.total.nuclear_medicine_technologists_and_medical_dosimetrists
B24114,232E,estimate.total.emergency_medical_technicians
B24114,233E,estimate.total.paramedics
B24114,234E,estimate.total.pharmacy_technicians
B24114,235E,estimate.total.psychiatric_technicians
B24114,236E,estimate.total.surgical_technologists
B24114,237E,estimate.total.veterinary_technologists_and_technicians
B24114,238E,estimate.total.dietetic_technicians_and_ophthalmic_medical_technicians
B24114,239E,estimate.total.licensed_practical_and_licensed_vocational_nurses
B24114,240E,estimate.total.medical_records_specialists
B24114,242E,estimate.total.miscellaneous_health_technologists_and_technicians
B24114,243E,estimate.total.other_healthcare_practitioners_and_technical_occupations
B24114,244E,estimate.total.home_health_aides
B24114,245E,estimate.total.personal_care_aides
B24114,246E,estimate.total.nursing_assistants
B24114,247E,estimate.total.orderlies_and_psychiatric_aides
B24114,248E,estimate.total.occupational_therapy_assistants_and_aides
B24114,249E,estimate.total.physical_therapist_assistants_and_aides
B24114,250E,estimate.total.massage_therapists
B24114,251E,estimate.total.dental_assistants
B24114,252E,estimate.total.medical_assistants
B24114,253E,estimate.total.medical_transcriptionists
B24114,254E,estimate.total.pharmacy_aides
B24114,255E,estimate.total.veterinary_assistants_and_laboratory_animal_caretakers
B24114,256E,estimate.total.phlebotomists
B24114,257E,estimate.total.other_healthcare_support_workers
B24114,263E,estimate.total.firefighters
B24114,264E,estimate.total.fire_inspectors
B24114,265E,estimate.total.bailiffs
B24114,266E,estimate.total.correctional_officers_and_jailers
B24114,267E,estimate.total.detectives_and_criminal_investigators
B24114,268E,estimate.total.fish_and_game_wardens
B24114,269E,estimate.total.parking_enforcement_workers
B24114,270E,estimate.total.police_officers
B24114,271E,estimate.total.animal_control_workers
B24114,272E,estimate.total.private_detectives_and_investigators
B24114,273E,estimate.total.security_guards_and_gambling_surveillance_officers
B24114,274E,estimate.total.crossing_guards_and_flaggers
B24114,275E,estimate.total.transportation_security_screeners
B24114,276E,estimate.total.school_bus_monitors
B24114,277E,estimate.total.other_protective_service_workers
B24114,278E,estimate.total.chefs_and_head_cooks
B24114,280E,estimate.total.cooks
B24114,281E,estimate.total.food_preparation_workers
B24114,282E,estimate.total.bartenders
B24114,283E,estimate.total.fast_food_and_counter_workers
B24114,284E,estimate.total.waiters_and_waitresses
B24114,286E,estimate.total.dining_room_and_cafeteria_attendants_and_bartender_helpers
B24114,287E,estimate.total.dishwashers
B24114,292E,estimate.total.janitors_and_building_cleaners
B24114,293E,estimate.total.maids_and_housekeeping_cleaners
B24114,294E,estimate.total.pest_control_workers
B24114,295E,estimate.total.landscaping_and_groundskeeping_workers
B24114,296E,estimate.total.tree_trimmers_and_pruners
B24114,297E,estimate.total.other_grounds_maintenance_workers
B24114,298E,estimate.total.supervisors_of_personal_care_and_service_workers
B24114,299E,estimate.total.animal_trainers
B24114,300E,estimate.total.animal_caretakers
B24114,301E,estimate.total.gambling_services_workers
B24114,303E,estimate.total.other_entertainment_attendants_and_related_workers
B24114,306E,estimate.total.barbers
B24114,308E,estimate.total.manicurists_and_pedicurists
B24114,309E,estimate.total.skincare_specialists
B24114,310E,estimate.total.other_personal_appearance_workers
B24114,312E,estimate.total.tour_and_travel_guides
B24114,313E,estimate.total.childcare_workers
B24114,314E,estimate.total.exercise_trainers_and_group_fitness_instructors
B24114,315E,estimate.total.recreation_workers
B24114,316E,estimate.total.residential_advisors
B24114,320E,estimate.total.cashiers
B24114,321E,estimate.total.counter_and_rental_clerks
B24114,322E,estimate.total.parts_salespersons
B24114,323E,estimate.total.retail_salespersons
B24114,324E,estimate.total.advertising_sales_agents
B24114,325E,estimate.total.insurance_sales_agents
B24114,327E,estimate.total.travel_agents
B24114,331E,estimate.total.real_estate_brokers_and_sales_agents
B24114,332E,estimate.total.sales_engineers
B24114,333E,estimate.total.telemarketers
B24114,338E,estimate.total.telephone_operators
B24114,340E,estimate.total.bill_and_account_collectors
B24114,341E,estimate.total.billing_and_posting_clerks
B24114,343E,estimate.total.gambling_cage_workers
B24114,344E,estimate.total.payroll_and_timekeeping_clerks
B24114,345E,estimate.total.procurement_clerks
B24114,346E,estimate.total.tellers
B24114,348E,estimate.total.brokerage_clerks
B24114,349E,estimate.total.correspondence_clerks
B24114,352E,estimate.total.customer_service_representatives
B24114,354E,estimate.total.file_clerks
B24114,358E,estimate.total.loan_interviewers_and_clerks
B24114,359E,estimate.total.new_accounts_clerks
B24114,360E,estimate.total.order_clerks
B24114,362E,estimate.total.receptionists_and_information_clerks
B24114,363E,estimate.total.reservation_and_transportation_ticket_agents_and_travel_clerks
B24114,365E,estimate.total.cargo_and_freight_agents
B24114,366E,estimate.total.couriers_and_messengers
B24114,367E,estimate.total.public_safety_telecommunicators
B24114,370E,estimate.total.postal_service_clerks
B24114,371E,estimate.total.postal_service_mail_carriers
B24114,376E,estimate.total.executive_secretaries_and_executive_administrative_assistants
B24114,377E,estimate.total.legal_secretaries_and_administrative_assistants
B24114,378E,estimate.total.medical_secretaries_and_administrative_assistants
B24114,380E,estimate.total.data_entry_keyers
B24114,381E,estimate.total.word_processors_and_typists
B24114,382E,estimate.total.desktop_publishers
B24114,383E,estimate.total.insurance_claims_and_policy_processing_clerks
B24114,387E,estimate.total.proofreaders_and_copy_markers
B24114,388E,estimate.total.statistical_assistants
B24114,391E,estimate.total.agricultural_inspectors
B24114,392E,estimate.total.animal_breeders
B24114,394E,estimate.total.miscellaneous_agricultural_workers
B24114,395E,estimate.total.fishing_and_hunting_workers
B24114,396E,estimate.total.forest_and_conservation_workers
B24114,397E,estimate.total.logging_workers
B24114,399E,estimate.total.boilermakers
B24114,401E,estimate.total.carpenters
B24114,404E,estimate.total.construction_laborers
B24114,405E,estimate.total.construction_equipment_operators
B24114,407E,estimate.total.electricians
B24114,408E,estimate.total.glaziers
B24114,409E,estimate.total.insulation_workers
B24114,410E,estimate.total.painters_and_paperhangers
B24114,411E,estimate.total.pipelayers
B24114,413E,estimate.total.plasterers_and_stucco_masons
B24114,414E,estimate.total.reinforcing_iron_and_rebar_workers
B24114,415E,estimate.total.roofers
B24114,416E,estimate.total.sheet_metal_workers
B24114,417E,estimate.total.structural_iron_and_steel_workers
B24114,418E,estimate.total.solar_photovoltaic_installers
B24114,420E,estimate.total.construction_and_building_inspectors
B24114,421E,estimate.total.elevator_and_escalator_installers_and_repairers
B24114,422E,estimate.total.fence_erectors
B24114,423E,estimate.total.hazardous_materials_removal_workers
B24114,424E,estimate.total.highway_maintenance_workers
B24114,426E,estimate.total.septic_tank_servicers_and_sewer_pipe_cleaners
B24114,427E,estimate.total.miscellaneous_construction_and_related_workers
B24114,432E,estimate.total.underground_mining_machine_operators
B24114,434E,estimate.total.other_extraction_workers
B24114,437E,estimate.total.radio_and_telecommunications_equipment_installers_and_repairers
B24114,438E,estimate.total.avionics_technicians
B24114,443E,estimate.total.audiovisual_equipment_installers_and_repairers
B24114,444E,estimate.total.security_and_fire_alarm_systems_installers
B24114,445E,estimate.total.aircraft_mechanics_and_service_technicians
B24114,446E,estimate.total.automotive_body_and_related_repairers
B24114,447E,estimate.total.automotive_glass_installers_and_repairers
B24114,448E,estimate.total.automotive_service_technicians_and_mechanics
B24114,449E,estimate.total.bus_and_truck_mechanics_and_diesel_engine_specialists
B24114,450E,estimate.total.heavy_vehicle_and_mobile_equipment_service_technicians_and_mechanics
B24114,451E,estimate.total.small_engine_mechanics
B24114,453E,estimate.total.control_and_valve_installers_and_repairers
B24114,455E,estimate.total.home_appliance_repairers
B24114,456E,estimate.total.industrial_and_refractory_machinery_mechanics
B24114,459E,estimate.total.millwrights
B24114,461E,estimate.total.telecommunications_line_installers_and_repairers
B24114,462E,estimate.total.precision_instrument_and_equipment_repairers
B24114,463E,estimate.total.wind_turbine_service_technicians
B24114,465E,estimate.total.commercial_divers
B24114,466E,estimate.total.locksmiths_and_safe_repairers
B24114,467E,estimate.total.manufactured_building_and_mobile_home_installers
B24114,468E,estimate.total.riggers
B24114,474E,estimate.total.engine_and_other_machine_assemblers
B24114,475E,estimate.total.structural_metal_fabricators_and_fitters
B24114,476E,estimate.total.other_assemblers_and_fabricators
B24114,477E,estimate.total.bakers
B24114,480E,estimate.total.food_batchmakers
B24114,481E,estimate.total.food_cooking_machine_operators_and_tenders
B24114,483E,estimate.total.computer_numerically_controlled_tool_operators_and_programmers
B24114,488E,estimate.total.machinists
B24114,492E,estimate.total.tool_and_die_makers
B24114,494E,estimate.total.other_metal_workers_and_plastic_workers
B24114,495E,estimate.total.prepress_technicians_and_workers
B24114,496E,estimate.total.printing_press_operators
B24114,497E,estimate.total.print_binding_and_finishing_workers
B24114,500E,estimate.total.sewing_machine_operators
B24114,501E,estimate.total.shoe_and_leather_workers
B24114,504E,estimate.total.upholsterers
B24114,506E,estimate.total.cabinetmakers_and_bench_carpenters
B24114,507E,estimate.total.furniture_finishers
B24114,510E,estimate.total.other_woodworkers
B24114,512E,estimate.total.stationary_engineers_and_boiler_operators
B24114,513E,estimate.total.water_and_wastewater_treatment_plant_and_system_operators
B24114,514E,estimate.total.miscellaneous_plant_and_system_operators
B24114,517E,estimate.total.cutting_workers
B24114,521E,estimate.total.jewelers_and_precious_stone_and_metal_workers
B24114,522E,estimate.total.dental_and_ophthalmic_laboratory_technicians_and_medical_appliance_technicians
B24114,523E,estimate.total.packaging_and_filling_machine_operators_and_tenders
B24114,524E,estimate.total.painting_workers
B24114,525E,estimate.total.photographic_process_workers_and_processing_machine_operators
B24114,526E,estimate.total.adhesive_bonding_machine_operators_and_tenders
B24114,527E,estimate.total.etchers_and_engravers
B24114,530E,estimate.total.tire_builders
B24114,532E,estimate.total.other_production_equipment_operators_and_tenders
B24114,533E,estimate.total.other_production_workers
B24114,534E,estimate.total.supervisors_of_transportation_and_material_moving_workers
B24114,535E,estimate.total.aircraft_pilots_and_flight_engineers
B24114,536E,estimate.total.air_traffic_controllers_and_airfield_operations_specialists
B24114,537E,estimate.total.flight_attendants
B24114,542E,estimate.total.shuttle_drivers_and_chauffeurs
B24114,543E,estimate.total.taxi_drivers
B24114,545E,estimate.total.locomotive_engineers_and_operators
B24114,546E,estimate.total.railroad_conductors_and_yardmasters
B24114,547E,estimate.total.other_rail_transportation_workers
B24114,548E,estimate.total.sailors_and_marine_oilers
B24114,549E,estimate.total.ship_and_boat_captains_and_operators
B24114,550E,estimate.total.ship_engineers
B24114,551E,estimate.total.parking_attendants
B24114,552E,estimate.total.transportation_service_attendants
B24114,553E,estimate.total.transportation_inspectors
B24114,554E,estimate.total.passenger_attendants
B24114,555E,estimate.total.other_transportation_workers
B24114,556E,estimate.total.crane_and_tower_operators
B24114,558E,estimate.total.industrial_truck_and_tractor_operators
B24114,559E,estimate.total.cleaners_of_vehicles_and_equipment
B24114,561E,estimate.total.machine_feeders_and_offbearers
B24114,563E,estimate.total.stockers_and_order_fillers
B24114,564E,estimate.total.pumping_station_operators
B24114,565E,estimate.total.refuse_and_recyclable_material_collectors
B24114,566E,estimate.total.other_material_moving_workers
B24115,001E,estimate.total
B24115,002E,estimate.total.chief_executives
B24115,003E,estimate.total.general_and_operations_managers
B24115,004E,estimate.total.legislators
B24115,005E,estimate.total.advertising_and_promotions_managers
B24115,006E,estimate.total.marketing_managers
B24115,007E,estimate.total.sales_managers
B24115,008E,estimate.total.public_relations_and_fundraising_managers
B24115,009E,estimate.total.administrative_services_managers
B24115,010E,estimate.total.facilities_managers
B24115,011E,estimate.total.computer_and_information_systems_managers
B24115,012E,estimate.total.financial_managers
B24115,013E,estimate.total.compensation_and_benefits_managers
B24115,014E,estimate.total.human_resources_managers
B24115,015E,estimate.total.training_and_development_managers
B24115,016E,estimate.total.industrial_production_managers
